CollegeName,TotalRegistrations
VIRGINIA COMMONWEALTH UNIVERSITY,1
RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES RK VALLEY IIIT IDUPULAPAYA KADAPA,1
SATYA DEGREE & PG COLLEGE,1
"KL UNIVERSITY,VIJAYAWADA",1
HCL TECH,1
VIGNAN LARA INSTITUTE OF TECHNOLOGY AND SCIENCE,1
BVCITS,1
NXT WAVE,1
SPOORTHY ENGINEERING COLLEGE,1
SANDIP UNIVERSITY NASHIK,1
POTTI SRI RAMULU CHALAVADI MALLIKARJUNA RAO COLLEGE OF ENGINEERING AND TECHNOLOGY,1
INTELLIOZ,1
WICHITA STATE UNIVERSITY,1
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY HNOLOGY,1
NEW JERSEY INSTITUTE OF TECHNOLOGY,1
WIPRO PRIVATE LIMITED,1
"GOVERNMENT POLYTECHNIC COLLEGE,PILLARIPATTU",1
AKASH TECH,1
IIT TIRUPATI,1
UNIVERSITY OF GENEVA,1
MVRS ENGINEERING COLLEGE OF SCIENCE AND TECHNOLOGY,1
UNC CHARLOTTE,1
POWERTEL SOLUTIONS,1
VALLURIPALLI NAGESHWARRAO VIGNANA JYOTHI INSTITUTE OF ENGINEERING & TECHNOLOGY,1
"SVU, TIRUPATI",1
SAI SPURTHI INSTITUTE OF TECHNOLOGY,1
GPREC COLLEGE,1
"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES,SRIKAKULAM",1
VIGNESH INSTITUTE OF INFORMATION TECHNOLOGY,1
JNTUGV COLLEGE OF ENGINEERING VIZIANAGARAM,1
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (COLLEGE),1
VELAGAPUDI RAMAKRISHNA SIDDARTHA ENGINEERING COLLEGE,1
VAGDEVI DEGREE COLLEGE,1
AURORA DEEMED TO BE UNVERSTY,1
JAIN (DEEMED-TO-BE UNIVERSITY),1
RAMAIAH INSTITUTE OF TECHNOLOGY,1
"3YEAR B.TECH IN AIML AT CHRIST UNIVERSITY,BANGALORE",1
SCALER,1
VELAGAPUDI RAMAKRISHNA SIDDHARTH ENGINEERING COLLEGE,1
RAGHAVENDRA INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH,1
CJITS,1
DVR & DR.HS MIC COLLEGE OF TECHNOLOGY,1
STUDY WORLD COLLEGE OF ENGINEERING,1
"GURU NANAK INSTITUTIONS , TECHNICAL CAMPUS",1
R.M.D. ENGINEERING COLLEGE,1
COGNIZANT TECHNOLOGY SOLUTIONS,1
SREE CHAITANYA INSTITUTE OF TECHNOLOGICAL SCIENCES KARIMNAGAR,1
SIR MVIT INSTITUTE OF TECHNOLOGY,1
VIT BHOPAL UNIVERSITY,1
ST MARTIN'S COLLEAGE OF ENGINEERING,1
MVJ COLLEGE OF ENGINEERING,1
NIMS UNIVERSITY,1
FREELANCE CONTENT WRITER,1
OSOS PVT LTD,1
ADHI COLLEGE OF ENGINEERING AND TECHNOLOGY,1
"SIDDHARTH INSTITUTE OF ENGINEERING AND TECHNOLOGY,PUTTUR",1
MMR INSTITUTE OF TECHNOLOGY,1
"INDIAN INSTITUTE OF TECHNOLOGY (BHU), VARANASI",1
MLR INSTITUTE OF TECHNOLOGY(JNTU),1
MLR INSTITUE OF TECHNOLOGY (JNTU),1
SHIV NADAR INSTITUTE OF EMINENCE,1
MLID,1
"MLR INSTITUTION OF TECHNOLOGY ,JNTU AFFILIATED",1
MLR INSTITUTE OF TECHNOLOGY (MLRIT),1
CHADALAWADA RAMANAMMA ENGINEERING COLLEGE TIRUPATI,1
"MALLA REDDY ENGINEERING COLLEGE(MREC),HYDERABAD",1
R. V. R & J. C COLLEGE OF ENGINEERING,1
ANANTHA LAKSHMI INSTITUTE OF TECHNOLOGY AND SCIENCES,1
TKR COLLEGE OF ENGINEERING TECHNOLOGY,1
IGNOU,1
"KESHAV MEMORIAL INSTITUTE OF TECHNOLOGY, NARAYANAGUDA, HYDERABAD",1
"GODAVARI INSTITUTE OF ENGINEERING AND TECHNOLOGY, RAJAHMUNDRY.",1
SIDDARTHA INSTITUTE OF TECHNOLOGY AND SCIENCE,1
SVR ENGENEERING COLLEGE,1
UNIVERSITY OF FLORIDA,1
CHRIST UNIVERSITY (KENGERI CAMPUS),1
RAVI KISHORE VUJJENI,1
BIRLASOFT,1
VISVODAYA ENGINEERING COLLEGE,1
KONERU LAKSHMAIAH UNIVERSITY HYDERABAD,1
IIIT RGUKT RKV,1
SVR COLLEGE OF MANAGEMENT STUDIES,1
IIITDM KURNOOL,1
TECHNO MAIN SALTLAKE,1
JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY HYDERABAD.,1
T-MOBILE,1
ASSAM KAZIRANGA UNIVERSITY,1
BALAJI INSTITUTE OF TECHNOLOGY SCIENCE,1
BML MUNJAL UNIVERSITY,1
N.K ORCHID COLLEGE OF ENGINEERING AND TECHNOLOGY SOLAPUR,1
EFICENS SYSTEMS,1
"VEL TECH UNIVERSITY, CHENNAI",1
VITAP,1
AMITY UNIVERSITY KOLKATA,1
PSCMR COLLEGE OF ENGINEERING,1
SIMPLIFORGE CREATIONS,1
VMTW,1
"SRI VENKATESHWARA COLLEGE,BENGALORE",1
SAVEETHA ENGINEERING COLLEGE,1
SRMIST RMP,1
UNIVERSITY OF HOUSTON,1
SSR DEGREE COLLEGE,1
KRISTU JAYANTI COLLEGE,1
COMPUTER SCIENCE & ENGINEERING,1
SR COLLAGE,1
CHENNAI INSTITUTE OF TECHNOLOGY,1
VITS KARIMNAGAR,1
KONERU LAKSHMAIAH DEEMED TO BE UNIVERSITY,1
JAWAHARLAL NEHRU TECHNOLOGY UNIVERSITY KAKINADA,1
SREE VENKATESHWARA ENGINEERING COLLEGE,1
SRI SAIRAM INSTITUTE OF TECHNOLOGY,1
SIR.C.R.REDDY COLLEGE OF ENGINEERING,1
KIET,1
JOHANNES KEPLER UNIVERSITY,1
FISERV,1
KRUSHNA UNIVERSITY,1
OZONETEL COMMUNICATION PVT. LTD.,1
"PRASAD V.POTLURI SIDDHARTHA INSTITUTE OF TECHNOLOGY, VIJAYAWADA",1
DB4CLOUD TECHNOLOGY PVT LTD,1
GRAPHIC ERA HILL UNIVERSITY,1
IIITH,1
KKR & KSR INSTITUTE OF TECHNOLOGY & SCIENCES,1
BALAJI INSISTUTE OF TECHNOLOGY AND SCIENCE,1
BALAJI INSTITUTE OF TECHNOLOGY AND SCIENCE AFFILIATE WITH JHNTU,1
TERI SCHOOL OF ADVANCED STUDIES,1
MALLA REDDY ENGINEERING COLLEGE MANAGEMENT AND SCIENCES,1
GEETANJALI COLLEGE INSTITUTE OF ENGINEERING AND TECHNOLOGY,1
INTERNATIONAL SCHOOL OF TECHNOLOGY AND SCIENCE,1
SIR CR REDDY COLLEGE OF ENGINNERING,1
GITAM UNIVERSITY BENGALURU CAMPUS,1
DADITHOTA BHARGAVI,1
BHARGAVI DADITHOTHA,1
MALLA REDDY ENGINEERING COLLEGE FOR WOMEN AUTONOMOUS,1
TARA GOVERNMENT DEGREE COLLEGE,1
"SRM INSTITUTE OF SCIENCE AND TECHNOLOGY, CHENNAI",1
JNTU ANANTAPUR,1
"VARDHAMAN COLLEGE OF ENGINEERING, SHAMSHABAD MANDAL",1
VARDHAMA COLLEGE OF ENGINEERING,1
RGM COLLEGE OF ENGINEERING AND Y,1
JNTU ANANTHAPUR,1
RAJEEV GANDHI MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS,1
JNTUH UNIVERSITY,1
MLR INSTITUTE OF TECHNOLOGY AND ENGINEERING,1
VARDHAMAM COLLEGE OF ENGINEERING,1
JNTUH CEH,1
JNTUH COLLEGE OF ENGINEERING JAGITIAL,1
JNTUHCER RAJANNASIRCILLA,1
VNR VIGNANA JYOTHI INSTITUTE OF TECHNOLOGY AND ENGINEERING,1
RGM COLLEGE,1
RGM COLLAGE OF ENGINEERING AND TECHNOLOGY,1
JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY COLLEGE OF ENGINEERING JAGTIAL,1
JNTUH UNIVERSITY COLLEGE OF ENGINEERING,1
VASAVI COLLEGE OF ENGINEERING IBRAHIMBAGH,1
VARDHAMAN COLLEGE OF ENGINEERING SHAMSHABAD,1
JNTUH (RAJANNA SIRICILLA),1
JNTUH COLLEGE OF ENGINEERING HYDERABAD KUKATPALLY,1
"JNTU COLLEGE OF ENGINEERING , JAGTIAL",1
KAKATIYA INSTITUTE OF KNOWLEDGE AND TECHNOLOGY,1
CMR COLLEGE OR ENGINEERING AND TECHNOLOGY,1
CMR COLLEGE OF ENGINEERING AND TECHNOLOGY(CMRCET),1
JAWAHARLAL NEHRU TECHNOLOGY UNIVERSITY,1
CMR COLLEGE OF ENGINEERING QND TECHNOLOGY,1
PALLAVIENGINEERINGC,1
CMR COLLEGE OF ENGINEERING & TECHONOLOGY,1
"CHAITANYA BHARATI INSTITUTE OF TECHNOLOGY, GANDIPET",1
JNTUH(PEC(,1
JNTUH COLLEGE OF RAJANNA SIRCILLA,1
CMR COLLEGE OF ENGINEERING,1
"JNTU,VARDHAMAN COLLEGE OF ENGINEERING",1
PALLAVI ENGERINNG COLLEGE,1
JNTUH-CEH,1
VNR VIGNANA JYOTHI INSTITUTE OF SCIENCE AND TECHNOLOGY,1
JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY ANANTHAPUR,1
"G PULLA REDDY ENGINEERING COLLEGE, KURNOOL",1
VAAGDEVI ENGINEERING COLLEGE WARANGAL,1
VNR VJIET HYD,1
PALLAVI ENGINEERING COLLEGE (JNTUH),1
G PULLA REDDY ENGINEERING COLLEGE KURNOOL,1
MLR INSTITUTE IF TECHNOLOGY,1
COLLDGE,1
SRI INDU INSTITUTE OF TECHNOLOGY AND ENGINEERING,1
MLR INSTITUTE OF TECNOLOGY,1
"VAAGDEVI ENGINEERING COLLEGE, WARANGAL",1
SRINIVASA CHEYYRU,1
CMR COLLEGE OF ENGINEERING AND TECHNOLOG,1
MATURI VENKATA SUBHA RAO COLLEGE OF ENGINEERING,1
CMR COLLEGE OF TECHNOLOGY ENGINEERING COLLEGE,1
MVSR ENGINEERING COLLEGE/OSMANIA UNIVERSITY,1
USMANIA UNIVERSITY,1
SRINIVASA INSTITUTE ENGINEERING AND TECHNOLOGY,1
CMR COLLEGE OF ENGINEERING & TECHNELOGY,1
MAYURI VENKATA SUBBA RAO,1
MVSR ENGINEERING COLLEGE (AFFILIATED OSMANIA UNIVERSITY),1
MVSR ENGINEERING COLLEGE AFFILIATED TO OU,1
KLU,1
MAHATHMA GANDHI INSTITUTE OF TECHNOLOGY,1
REKHA SAKIPALLI,1
VNR VIGNANAJYOTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1
MATURI VENKATA SUBBA RAO AFFILIATED TO OSMANIA UNIVERSITY,1
VNRVJIET (COLLEGE),1
MATURI VENTAKA SUBBA RAO ENGINEERING COLLEGE,1
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AFFILIATED BY JNTUH),1
INSTITUTE OF AERONAUTICAL ENGINEERING AND TECHNOLOGY,1
MATURI VENKATA SUBA RAO ENGINEERING COLLEGE,1
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCES WARANGAL,1
VARDHAMAN COLLEGE OF ENGINEERING(JNTUH),1
RGM COLLAGE OF ENGINEERING,1
"INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL",1
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY IS AFFILIATED WITH JNTUH,1
VALLURUPALLI NAGESHWAR RAO VIGNANA JYOTI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1
MATRUSRI ENGINERRING COLLEGE,1
CMR COLLEGE OF ENGINEER AND TECHNOLOGY,1
LVAAGDEVI ENGINEERING COLLEGE,1
MATURI VENKATA SUBBA ROA COLLEGE,1
JNTUHUCER RAJANNASIRCILLA,1
CMR ENGINEERING TECHNOLOGY COLLAGE,1
VNR VIGNAN JYOTHI,1
JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA,1
"JNTUH COLLEGE OF ENGINEERING,RAJANNA SIRCILLA",1
MATURI VENKATA SUBBA RAO ENGENEERING COLLEGE,1
JNTU RAJANA SIRICILLA,1
JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,1
SRINIVASA ENGINEERING AND TECHNOLOGY,1
GOKARAJU RANGARAJU INSTITUTE OF ENGENEERING AND TECHNOLOGY,1
VIGANAN BHARATHI INSTITUTE OF TECHNOLOGY,1
"VIGNANA BHARATHI INSTITUTE OF TECHNOLOGY, AUSHAPUR",1
MATURI VENAKATA SUBBA RAO,1
JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY HYDERABAD COLLEGE OF ENGINEERING RAJANNA SIRCILLA,1
VARDHAMAN COLLEGE OF. ENGINEERING,1
GD GOENKA UNIVERSITY HARYANA SHONA,1
G D GOENKA,1
CMR COLLEGE OF ENGINERING AND TECHNOLOGY,1
VNR VIGNANA JYOTHI INSTITUE OF ENGINEERING AND TECHNOLOGY,1
CMR COLLEGE OF ENGINEERING & TECHNOLOGY HYDERABAD,1
JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY OF HYDERABAD RAJANNA SIRICILLA,1
MATRUSREE ENGINEERING COLLEGE,1
MATRUSRI ENGNNERING COLLEGE,1
JNTUHUCERS,1
BVRIT HYDERABAD A COLLEGE OF ENGINEERING FOR WOMEN,1
"JNTUH COLLEGE OF ENGINEERING,JAGITYAL",1
VAAGDEVI ENGINEERING COLLEGE OF AUTONOMOUS,1
MATURI VENKATA SUBHA RAO,1
AURORA TECHNOLOGICAL AND RESEARCH INSTITUTE,1
MRCET-MALLA REDDY,1
JNTUHUCER-RAJANNA SIRCILLA,1
BVRIT COLLEGE OF ENGINEERING,1
"SRIDEVI WOMENS ENGINEERING COLLEGE AFFILIATED TO JNTU, HYDERABAD",1
NEAR POLMON COMPANY,1
SRIDEVI WONENS ENGINEERING COLLEGE,1
"G PULLA REDDY ENGINEERING COLLEGE (AUTONOMOUS), KURNOOL",1
GAYATRI VIDYA PARISHAD COLLAGE OF ENGINEERING FOR WOMEN,1
BVRITH WOMEN'S COLLEGE FOR ENGINEERING,1
VARDHMAAN COLLEGE OF ENGINEERING,1
JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRICILLA,1
JNTUHCEH COLLEGE OF ENGINEERING,1
ANURAGENGINEERINGCOLLEGE,1
MOTIONCUT,1
JNTUHUCER RANJANNA SIRISILLA,1
OU AFFILIATED (STANLEY COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMENS),1
MVSR ENGG CLG(AUTONOMOUS) AND AFFILIATION TO OSMANIA,1
VIT BHOPAL,1
VNR VIJNANA JYOTHI INSTITUTION OF ENGINEERING AND TECHNOLOGY,1
BVRIT HYDERABABD COLLEGE OF ENGINEERING FOR WOMEN,1
RGM COLLEGE OF ENGINEERING,1
VIDYA JYOTI INSTITUTE OF TECHNOLOGY (VJIT),1
VALLURUPALLI NAGESWARA RAO VIGNANA JYOTHI INSTITUTE OF ENGINEERING &TECHNOLOGY(VNR VJIET),1
CMR COLLEGE OF ENGINEERING AND TECHNOLOGY CHNOLOGY,1
MALLA REDDY ENGINEERING COLLEGE FOR WOMENS,1
NSAKCET,1
VALLURUPALLI NAGESHWARA RAO VIGNANA JYOTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1
BVRAJU INSTITUTE OF TECHNOLOGY,1
VNR VIGANNA JYOTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1
ANURAG UNIVERSITU,1
CMRCET HYD,1
AAR MA HAVE ER ENGINEERING COLLEGE,1
JNTUH AAR MAHAVEER ENGINEERING COLLEGE,1
ICFAI COLLAGE HYDERABAD,1
ICFAI FOUNDATION OF HIGHER EDUCATION,1
ICFAI IFHE,1
THE ICFAI FOUNDATION FOR HIGHER EDUCATION,1
JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY OF HYDERABAD UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA,1
ICFAI TECH FOR HIGHER EDUCATION (IFHE),1
MATURI VENKATA SUBBA RAO ENGINEERING COLLEGE AFFILIATED WITH AICTE,1
"UNIVERSITY COLLEGE OF MANAGEMENT HYDERABAD, JNTUH",1
ICFAI TECH UNIVERSITY HYDERABAD,1
CVR COLLEGE,1
SREENIDHI INSTITUTION OF TECHNOLOGY,1
ICFAI UNIVERSITY SHANKARPALLI,1
GOVERNMENT JUNIOR COLLEGE,1
"ICFAI FOUNDATION FOR HIGHER EDUCATION, IFHE , HYDERABAD, (UGC - DEEMED TO BE UNIVERSITY)",1
JNTUH-UCER,1
ICFAITECH HYDERABAD,1
GOKARAJU RANGARAJU INSTITUTE OF ENGINEERING & TECHNOLOGY COLLEGE,1
JAWAHARLAL NEHRU TECHNOLOGY UNIVERSITY OF RAJANNA SIRICILLA,1
KMIT,1
NAWAB SHAH ALAM COLLEGE,1
SRINIVASA INSTITUTE OF ENGENEERING AND TECHNOLOGY,1
ICFAITECH SCHOOL(IBS),1
VIGANA BHARTI INSTITUTE OF TECHNOLOGY,1
"ANURAG GROUP OF INSTITUTIONS (AGI), HYDERABAD",1
BADDAM BALREDDY BUSINESS SCHOOL,1
BHAVANS VIVEKANANDA COLLEGE,1
"PRIYADARSHINI INSTITUTE OF SCIENCE AND TECHNOLOGY FOR WOMEN, KHAMMAM",1
VALLURUPALLI NAGESWARA RAO VIGANANA JYOTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1
COLLEGE BTECH 2ND YEAR,1
VIDYA JYOTHI INSTITUTE OF TECHOLOGY,1
VARDHAMAN COLLEGE OF ENGINEERING HYDERABAD,1
ICFAI UNIVERSITY HYD,1
STIDEVI WOMEN’S ENGINEERING COLLEGE,1
NAWAB SHAH ALAM KHAN COLLEGE OF ENGINEERING AND TECHNOLOGY.,1
GOKARAJU RANGARAJU INSTITUTION OF EDUCATION AND TECHNOLOGY,1
SIIET,1
VNR VIGNANA INSTITUTE OF ENGINEERING AND TECHNOLOGY,1
SREENIDHI INSTITUTE OF SCIENCE AD TECHNOLOGY,1
"JNTUH UNIVERSITY COLLEGE OF ENGINEERING,SCIENCE AND TECHNOLOGY HYDERABAD",1
ST MARYS ENGINEERING COLLAGE DESMUKI,1
GOKARAJU RANJARAJU INSTITUTE OF ENGINEERING AND TECHNOLOGY,1
"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY HYDERABAD, UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA",1
ICFAI UNIVERSITY FOR HIGHER EDUCATION,1
ST .MARY'S ENGINNERING COLLEGE,1
"GD GOENKA UNIVERSITY,SOHNA",1
VNR VIGNANA JYOTHI INSTITUTE OF ENGINEEERING AND TECHNOLOGY,1
CMR COLLEGES,1
JNTUHCERS,1
JNTUH COLLEGE OF ENGINEERING RAJANNA SRICILLA,1
ST.MARY'S ENGEENERING COLLEGE,1
SREENIDHI COLLEGE,1
"ANURAG ENGINEERING COLLEGE, KODAD",1
TALLA TADMAVATHI COLLEGE OF ENGINEERING,1
VNR VJIET EIE,1
NALLA NARSIMHA REDDY GROUP OF INSTITUTES,1
VNR VJIET (VALLURUPALLI NAGESWARA RAO VIGNANA JYOTHI INSTITUTE OF ENGINEERING &TECHNOLOGY),1
G. NARAYANAMMA INSTITUTE OF TECHNOLOGY AND SCIENCE.,1
SREENIDHI INSTITUTE OF SCIENCE OF TECHNOLOGY,1
"GITAM UNIVERSITY, HYDERABAD .",1
ST. MARY'S GROUP OF INSTITUTION HYDERABAD,1
ST MARYS ENGINEERING COLLEGE,1
"ICFAI FOUNDATION FOR HIGHER EDUCATION, HYDERABAD",1
MALLA REDDY ENGINEER COLLEGE,1
ST.MARRYS ENGINEERING COLLEGE,1
MATURI VENKATA SUBBA RAO ENGINEERING COLLEGE COLLEGE IN TELANGANA,1
"MATRUSRI ENGINEERING COLLEGE, HYDERABAD",1
NALLA NARSHIMHA REDDY GROUP OF ENGINEERING,1
G NARAYANAMMA INSTITUTION OF TECHNOLOGY AND SCIENCE FOR WOMEN,1
GITAM -HYDERABAD,1
STANLEY COLLAGE OF ENGINEERING AND TECHNOLOGY,1
ICFAI TECH SCHOOL HYDERABAD,1
GITAM-HYD,1
GEETANJALI INSTITUTE OF SCIENCE AND TECHNOLOGY,1
VAAGDEVIENGEERINGCOLLEGE,1
MALLA REDDY ENGINEERING COLLEGE FOR WOMEN (JNTUH),1
GEETHANJALI COLLEGE OF ENGINEERING & TECHNOLOGY,1
"CHHATRAPATI SHAHU JI MAHARAJ UNIVERSITY, KANPUR",1
STANLEY COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN.,1
"MALLA REDDY ENGINEERING COLLEGE FOR WOMEN, SECUNDERABAD, TELANGANA",1
INDUS UNIVERSITY,1
MATRUSRI ENGINEERING COLLEGE (OSMANIA UNIVERSITY),1
F. C. RODRIGUES INSTITUTE OF TECHNOLOGY,1
SUMATHI REDDY INSTUTITE OF TECHNOLOGY FOR WOMEN,1
NAWAB SHA ALAM KHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,1
G NARYANAMMA INSTITUTE OF TECHNOLOGY AND SCIENCE,1
ST MARY’S ENGINEERING COLLAGE,1
MAYURI VENKATA SUBBARAO ENGINEERING COLLEGE,1
CHAITANYA BARATHI INSTITUTE OF TECHNOLOGY,1
BV RAJU INSTITUTE OF TECHNOLOGY FOR WOMEN HYDERABAD,1
"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY,HYDERABAD",1
NALLA NARASIMHA REDDY COLLEGE,1
VAAGDEVI ENGINEERING COLLEGE(JNTUH AFFILIATION),1
ITM SLS BARODA UNIVERSITY,1
M.V.S.R,1
"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES , BASAR",1
NALLA NARASHIMHA REDDY COLLEGE,1
CBIT(GANDIPET),1
MEGHA INSTITUTION OF ENGINEERING AND TECHNOLOGY FOR WOMEN R,1
ICFAI FOR HIGHER EDUCATION,1
JNTUH SIRCILLA,1
BVRIT HYDERABAD COLLEGE FOR WOMENS,1
NALLA NARASIMHA REDDY EDUCATIONAL SOCIETY GROUP OF INSTITUTIONS,1
ACE ENGINEERING T,1
OSMANIA UNIVERSITY(COLLEGE),1
OU UNIVERSITY,1
MATURI VENKATA SUBBARAO COLLEGE,1
K.S.RIET,1
"GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT, HYDERABAD",1
GURU TEGH BAHADUR 4TH CENTENARY ENGINEERING COLLEGE,1
INDIAN INSTITUTE OF TECHNOLOGY (INDIAN SCHOOL OF MINES )DHANBAD,1
ACE ENGINEERING CLG,1
NALLA NARASIMHA REDDY GROUP OF INSTITUTION,1
MATURI VENKATA SUBBARAO ENGGNEERING COLLEGE,1
K S R COLLEGE OF ENGINEERING AND TECHNOLOGY,1
NALLA NARSIMHA ENGINEERING COLLEGE,1
KL UNIVERSITY AZIZNAGAR HYDERABAD,1
"KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCE , WARANGAL",1
VARDHAMAN COLLEGE OF ENGINEERING/CSE,1
ICFAI FOUNDATION FOR HIGHER EDUCATION (IFHE),1
VIDYA JYOTHI INSTITUTE IF TECHNOLOGY,1
NALLA REDDY ENGINEERING COLLEGE,1
"VARDHAMAN COLLEGE OF ENGINEERING,HYDERABAD",1
VIGNANA BARATHI INSTITUTE OF TECHNOLOGY,1
CMR COLLEGE OF EGINEERING AND TECHNOLOGY,1
VARDHAMANCOLLEGEOFENGINEERING,1
STANLEY COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN'S AUTONOMOUS,1
VIGANA BHARATHI INSTITUTION OF TECHNOLOGY,1
"MALLAREDDY ENGINEERING COLLEGE FOR WOMEN, AUTONOMOUS",1
IFHE UNIVERSITY (ICFAI TECH),1
AL AMEEN ENGINEERING COLLEGE,1
VALLURUPALLI NAGESWARA RAO VIGNANA JYOTHI INSTITUTE OF ENGINEERING &TECHNOLOGY (VNR VJIET),1
"MATURI VENKATA SUBBA RAO ENGINEERING COLLEGE, OSMANIA UNIVERSITY",1
NAWAB SHAH ALAM KHAN COLLEGE OF ENGINEERING AND TECHNOLOGY/,1
TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY (AFFILIATED TO JNTUH),1
NAWAB SHAH ALAM KHAN COLLEGE OF ENGINEERING TECHNOLOGY,1
BVRIT HYDERABAD COLLEGE OF ENGINEERING FOR WOMEN'S,1
"CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY, HYDERABAD",1
AAR MAHAVEER COLLEGE,1
NALLA NARASIMHA REDDY GROUP OF EDUCATIONAL SOCIETY,1
BHARAT INSTITUTE OF ENGINEERING AND TECHNOLOGY -JNTUH,1
VASAVI,1
MATRUSRI ENGINEERING COLLEGE OSMANIA UNIVERSITY,1
ICFAI TECH UNIVERSITY OF HYDERABAD,1
IIIT KOTTAYAM,1
"ICFAI FOUNDATION FOR HIGHER EDUCATION,HYDERABAD",1
ST MARY'S COLLEGE,1
B V RAJU INSTITUTE OF TECHNOLOGY NARSAPUR,1
BVRITH AFFILIATED TO JNTUH,1
SRIDEVI WOMEN ENGINEERING COLLEGE,1
JNTU SIRCILLA,1
VIDYA JYOTHI INSTITUTE OF TECHNOLOGY AFFILIATED TO JNTUH,1
"MATURI VENKATA SUBBA RAO ENGINEERING COLLEGE,HYDERABAD",1
MAHATAMA GANDHI INSTITUTE OF TECHNOLOGY,1
STANLEY WOMEN'S COLLEGE OF ENGINEERING TECHNOLOGY FOR WOMEN,1
GITAM UNIVERSITY HYDERABAD CAMPUS,1
VALLURUPALLI NAGESWARA RAO VIGNANA JYOTHI INSTITUTE OF TECHNOLOGY,1
VJIY,1
LITTLE FLOWER DEGREE COLLEGE,1
VNR VIJET,1
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCE FOR WOMEN,1
GEETHANJALI COLLAGE OF ENGINEERING AND TECHNOLOGY,1
JSJSJE,1
NALLA NARASIMHA REDDY EDUCATIONAL INSTITUTION,1
GEETHANJALI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1
VIDHYA JYOTHI INSTITUTE OF TECHNOLOGY (COLLEGE),1
K S R COLLEGE FOR ENGINEERING AND TECHNOLOGY,1
"ICFAI UNIVERSITY, DONTANPALLY",1
NALLA NARSIMHA REDDY EDUCATIONAL SOCIETY'S GROUP OF INSTITUTES,1
ACE ENGINEERING 5,1
VNRVJIET HYDERABAD,1
SRINIVASA INSTITUTE OF ENGINEERING & TECHNOLO,1
"ICFAI UNIVERSITY ,DONTHANPALLE",1
VIDYA JYOTHI INSTITUTE OF TECHNOLOGY [VJIT],1
VNR VIGNANA JYOTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY NEERING,1
MALLA REDDY COLLEGE OF ENGINEERING TECHNOLOGY,1
G.PULLA REDDY ENGINEERING COLLEGE.,1
GOLLA SAI KUMAR,1
MALLA REDDY ENGINEERING AND TECHNOLOGY,1
MALLA REDDY COLLEGE OF ENGINEERIG AND TECHNOLOGY,1
GOKARAJU RANAGARAJU INSTITUTE OF ENGINEERING AND TECHNOLOGY,1
SREENIDHII INSTITUTE OF SCIENCE AND TECHNOLOGY,1
VBIT GHTAKESAR,1
MALLA REDDY COLLEGE OF ENGINEERING AND TECHNOLOGY (MRCER),1
MALLA REDDY COLLEGE AND ENGINEERING,1
G NARYANAMMA INSTITUTE OF TECHNOLOGY AND SCIENCES,1
SREENIDHI INSTITUTE OF TECHNOLOGY AND SCIENCES,1
